"Theta [deg]","dB(rETotal) [] - Freq='25GHz' Phi='90.0000000000002deg'","dB(rETotal) [] - Freq='25.5GHz' Phi='90.0000000000002deg'","dB(rETotal) [] - Freq='25.9GHz' Phi='90.0000000000002deg'","dB(rETotal) [] - Freq='25.95GHz' Phi='90.0000000000002deg'","dB(rETotal) [] - Freq='26GHz' Phi='90.0000000000002deg'"
318,22.5148873373922,22.7066069696162,22.8614761923174,22.8804589477247,22.8992809171143
319,22.6686701232071,22.859019188354,23.0143849674369,23.0335080210136,23.052452034718
320,22.8270296851529,23.0071356820688,23.1535137071087,23.1716005248502,23.1895192063187
321,22.9920238791723,23.1623164995125,23.2963413882322,23.3126929125996,23.3288302956998
322,23.1586194895075,23.3228742663412,23.4471477955564,23.461973325352,23.476505844983
323,23.3209111774395,23.4830128996043,23.6014477798637,23.6152527070102,23.6286858821091
324,23.4684122824952,23.6325961432811,23.7498905506156,23.7633290430781,23.7763302392857
325,23.5911451811596,23.7577689815012,23.87667478838,23.8902504603818,23.9033591324749
326,23.6925889440091,23.854965652656,23.9719641329926,23.9853957206231,23.9983719677696
327,23.7884559651004,23.9382289838646,24.0457256863412,24.0580494131326,24.0699343742883
328,23.8891561785082,24.0242725664218,24.1181920053535,24.1287362842854,24.1388247449047
329,23.9893029083189,24.1140298966765,24.1968632218536,24.2058378140659,24.2143136468147
330,24.0775594931034,24.1955071922621,24.2714233914456,24.2794086479765,24.2868638514567
331,24.152025183599,24.2618400239473,24.3313353020502,24.3385075879742,24.3451479111592
332,24.2223159422842,24.3201537986875,24.3804663734795,24.3865214642989,24.3920580808571
333,24.2986563458899,24.3829547071871,24.4321554688675,24.4368106936012,24.4409558434108
334,24.3820392648741,24.4550303969501,24.4943943477154,24.4977604461506,24.5006148736557
335,24.4650455942865,24.5304683642435,24.5631999301091,24.565674908088,24.5676354618034
336,24.5398726374173,24.6002465703507,24.6289782981174,24.6309247100283,24.6323614044788
337,24.6045190620527,24.6604379996996,24.6861805327468,24.6877608262203,24.6888452324982
338,24.6628068418341,24.7139322509332,24.7367112467374,24.7379509815169,24.7387152694936
339,24.7202377229674,24.7664940336643,24.7864073330775,24.7873303639911,24.7878025155598
340,24.7797560898674,24.8217943252571,24.8394957676784,24.8401918729813,24.8404645060544
341,24.8399651480709,24.8789075805265,24.8954166320869,24.896019688611,24.8962285349039
342,24.8959429406121,24.932865786166,24.9491127814078,24.9497420567313,24.9500068894226
343,24.941415209218,24.9769316265531,24.9934005341693,24.9941148237184,24.9944934919049
344,24.9709856749071,25.0050420918729,25.021618378803,25.022397855141,25.0228685298405
345,24.9816993331767,25.0135656029579,25.0295499764733,25.0302994505113,25.030764394739
346,24.9737304692293,25.002149937304,25.0163906396162,25.0169569591656,25.0172602046434
347,24.9502479674472,24.9737183401417,24.984839364567,24.9850401232552,24.9849962317979
348,24.9166229561534,24.9337554350511,24.9404506838802,24.9401113150936,24.9395425135504
349,24.8792225871194,24.8890912759936,24.8904227679408,24.8894149203116,24.8881896807222
350,24.8440997695227,24.8464805162973,24.8420974379096,24.8403681251446,24.8384306815791
351,24.8159015098151,24.81132859507,24.8015383814032,24.7991205506687,24.7965018347972
352,24.7972394001492,24.7868716731728,24.7725440389061,24.7695453103207,24.7663518586444
353,24.788605573294,24.773959832576,24.756305055898,24.7528794113805,24.7492649253755
354,24.7887421442656,24.7713874406535,24.7516888201233,24.7480015406331,24.7441314618117
355,24.7952601976355,24.7765594559508,24.7559396634822,24.7521362112643,24.7481561726634
356,24.8052921745372,24.7862405058013,24.7655108950402,24.7616965537202,24.7577116775242
357,24.8160269146788,24.7971944051535,24.7767980252889,24.7730299703463,24.7690967605263
358,24.8250673921553,24.8066264705946,24.786658473568,24.7829482086981,24.7790769678832
359,24.8306237560048,24.8124319347567,24.7927110966325,24.7890337614593,24.7851979882586
360,24.8315913569818,24.8133038635503,24.7934717219567,24.7897791103451,24.7859286644471
